ST	n
ST4616	1
ST4623	15
ST4624	2
ST4627	4
ST4628	1
ST4642	1
ST4646	1
ST4656	4
ST4657	4
ST4658	2
ST4660	2
ST4663	31
ST4671	1
ST4674	3
ST4681	2
ST4682	8
ST4684	24
ST4687	3
ST469	16
ST4691	1
ST47	2
ST4702	7
ST4704	2
ST4705	1
ST4707	1
ST4710	3
ST4713	3
ST472	29
ST4722	1
ST4732	2
ST4738	5
ST4741	8
ST4747	2
ST4748	69
ST4750	3
ST4759	1
ST4760	3
ST4767	8
ST4768	1
ST4774	5
ST479	1
ST48	928
ST480	6
ST484	41
ST485	27
ST4862	2
ST49	2
ST491	150
ST4935	1
ST4937	9
ST4941	1
ST4942	16
ST495	1
ST4956	2
ST4957	6
ST4975	2
ST4976	1
ST4977	6
ST4978	1
ST4980	41
ST4981	32
ST4985	5
ST4988	3
ST4993	9
ST4994	11
ST4995	14
ST5	1
ST50	3
ST500	30
ST501	153
ST5014	4
ST5022	2
ST5024	2
ST5026	2
ST5037	1
ST504	167
ST5041	6
ST5044	14
ST5051	2
ST5056	1
ST5064	3
ST5066	1
ST5073	13
ST5076	1
ST5078	1
ST5082	28
ST5086	7
ST5122	3
ST5130	7
ST5133	16
ST5135	13
ST5147	1
ST5148	14
ST515	153
ST5150	13
ST5155	8
ST5156	3
ST517	198
ST5171	1
ST5172	16
ST5175	2
ST5176	1
ST5177	1
ST5179	1
ST5180	2
ST5183	1
ST52	6
ST5204	18
ST5208	3
ST5214	2
ST5215	1
ST5218	2
ST522	14
ST5221	3
ST5222	1
ST5223	2
ST5224	2
ST5229	39
ST5234	2
ST5236	11
ST524	5
ST5241	4
ST5242	1
ST5246	1
ST5250	1
ST5251	2
ST5254	6
ST5255	1
ST5257	7
ST5259	4
ST526	19
ST5265	1
ST5266	5
ST5267	4
ST5269	1
ST527	4
ST5271	5
ST5273	6
ST5274	2
ST5275	3
ST5276	2
ST5277	6
ST5278	2
ST5279	1
ST5280	1
ST5281	11
ST5282	2
ST5285	11
ST5289	2
ST529	1
ST5290	1
ST5292	116
ST5293	2
ST5294	2
ST5295	46
ST5296	6
ST5297	1
ST5299	4
ST53	9
ST5300	2
ST5303	3
ST5305	10
ST5307	5
ST5308	28
ST5309	6
ST5310	3
ST5315	1
ST5316	1
ST5317	1
ST5318	3
ST5321	1
ST5322	1
ST5323	1
ST5324	5
ST5325	1
ST5327	2
ST5328	1
ST533	85
ST5332	1
ST5334	4
ST5337	3
ST5340	10
ST5341	2
ST5342	20
ST5343	21
ST5344	3
ST5348	13
ST535	1
ST5350	2
ST5352	5
ST5355	1
ST5356	1
ST5357	3
ST5359	3
ST536	29
ST5360	1
ST5363	2
ST5365	1
ST5366	1
ST5368	3
ST5369	1
ST537	78
ST5370	1
ST5372	1
ST5373	1
ST5374	5
ST5375	2
ST5376	3
ST5377	1
ST5378	14
ST538	92
ST5382	1
ST5386	3
ST5389	3
ST539	15
ST5394	2
ST5395	3
ST54	11
ST540	332
ST5401	1
ST5402	1
ST5403	1
ST5404	1
ST5406	3
ST5409	15
ST541	30
ST5410	1
ST5412	1
ST5414	5
ST5415	14
ST5416	17
ST5418	17
ST5419	17
ST542	231
ST5420	4
ST5421	2
ST5422	1
ST5423	1
ST5424	3
ST5425	2
ST5426	7
ST5429	7
ST543	20
ST5430	4
ST5435	2
ST5439	1
ST544	5
ST5440	5
ST5441	1
ST5442	4
ST5444	4
ST5449	4
ST5450	1
ST5451	7
ST5452	2
ST5453	1
ST5454	1
ST5455	4
ST5457	1
ST5459	7
ST546	1
ST5468	1
ST547	12
ST5472	1
ST5474	4
ST5478	4
ST548	11
ST5482	1
ST5484	3
ST5486	3
ST5487	34
ST549	16
ST5490	1
ST5493	10
ST5496	1
ST5498	4
ST5499	2
ST55	2
ST550	54
ST5502	6
ST5503	3
ST5506	1
ST5511	1
ST5514	1
ST5515	1
ST5516	6
ST5518	5
ST5519	1
ST5523	12
ST5527	1
ST5528	2
ST5529	1
ST5530	2
ST5533	5
ST5536	8
ST5539	4
ST5542	7
ST5545	1
ST5548	1
ST5549	1
ST555	35
ST5552	3
ST5555	2
ST5558	3
ST5559	115
ST5560	56
ST5565	11
ST5567	2
ST5571	3
ST5572	1
ST5575	5
ST5578	7
ST5579	4
ST5584	18
ST5592	15
ST5596	3
ST5597	16
ST56	268
ST5601	30
ST5602	5
ST5611	1
ST5612	1
ST5614	12
ST5617	6
ST5621	3
ST5622	1
ST5624	1
ST5625	4
ST5626	1
ST5627	6
ST5628	1
ST563	2
ST5632	1
ST5640	1
ST5642	1
ST5644	3
ST5645	1
ST5646	1
ST5647	1
ST5649	1
ST5652	5
ST5653	3
ST5657	4
ST5659	1
ST5660	3
ST5662	9
ST5663	3
ST5666	1
ST5667	3
ST567	36
ST5677	1
ST5679	1
ST5680	2
ST5681	17
ST5682	1
ST5683	4
ST5687	1
ST569	76
ST5699	2
ST57	287
ST5700	1
ST5702	3
ST5705	1
ST5706	5
ST5708	5
ST5722	1
ST5724	1
ST5725	2
ST5726	2
ST5727	21
ST5728	9
ST5729	14
ST5730	8
ST5731	4
ST5732	4
ST5733	4
ST5734	1
ST5735	1
ST5736	1
ST5737	7
ST5738	24
ST5739	1
ST574	1
ST5740	4
ST5742	1
ST5743	2
ST5744	1
ST5747	2
ST5748	13
ST5751	1
ST5752	1
ST5756	30
ST5757	1
ST5759	16
ST5762	2
ST5763	1
ST5764	1
ST5765	8
ST5766	14
ST5768	1
ST5771	3
ST5774	1
ST5775	2
ST5777	5
ST5778	1
ST5780	4
ST5781	2
ST5783	2
ST5784	14
ST5785	5
ST5786	6
ST5787	39
ST5791	2
ST5793	1
ST5794	2
ST5796	7
ST5797	1
ST5798	1
ST5799	1
ST58	2340
ST580	4
ST5811	5
ST582	31
ST5821	1
ST5822	14
ST5823	1
ST5824	2
ST5825	14
ST5826	4
ST583	195
ST5834	3
ST584	4
ST5840	11
ST5841	9
ST5846	5
ST5848	1
ST5853	14
ST5855	2
ST5857	9
ST5859	2
ST5868	1
ST5869	18
ST587	2
ST5870	5
ST5871	2
ST5873	2
ST5876	12
ST5880	1
ST5881	8
ST5882	1
ST5883	1
ST5884	1
ST5885	3
ST5886	1
ST5887	2
ST5888	1
ST589	68
ST5891	19
ST5892	2
ST5893	1
ST5894	1
ST5895	4
ST5896	2
ST5897	20
ST5898	1
ST5899	4
ST59	318
ST590	25
ST5900	1
ST5901	10
ST5902	1
ST5903	13
ST5904	1
ST5905	4
ST5906	3
ST5907	5
ST5908	5
ST5909	8
ST5910	5
ST5911	1
ST5912	6
ST5913	2
ST5914	2
ST5915	1
ST5916	3
ST5917	1
ST5918	1
ST5919	4
ST5920	2
ST5921	3
ST5923	3
ST5925	2
ST5926	9
ST5931	4
ST5932	1
ST5934	6
ST5936	1
ST5937	25
ST5938	1
ST5939	1
ST594	5
ST5940	28
ST5941	1
ST5942	1
ST5945	1
ST5949	6
ST5951	4
ST5953	1
ST5954	10
ST5956	6
ST5960	2
ST5962	3
ST5963	1
ST5964	2
ST5965	3
ST5966	7
ST5968	5
ST5972	2
ST5973	39
ST5974	3
ST5975	5
ST5976	5
ST5978	42
ST5979	5
ST598	2
ST5980	1
ST5981	1
ST5982	1
ST5984	1
ST5985	2
ST5986	1
ST5987	1
ST5988	1
ST5989	7
ST599	3
ST5993	1
ST5995	16
ST5997	1
ST5998	2
ST5999	1
ST6	154
ST6000	1
ST6002	3
ST6005	1
ST6006	1
ST6008	4
ST6009	4
ST6011	3
ST6015	7
ST6018	8
ST602	365
ST6021	5
ST6024	1
ST6025	4
ST6027	4
ST603	56
ST6031	15
ST6032	7
ST6034	3
ST6036	1
ST6037	1
ST6038	1
ST6039	1
ST604	1
ST6042	1
ST6043	2
ST6044	8
ST6046	3
ST6047	10
ST6050	3
ST6051	4
ST6053	8
ST6060	15
ST6061	3
ST6062	2
ST6063	2
ST6066	1
ST6067	1
ST6069	25
ST607	149
ST6071	5
ST6074	1
ST6076	3
ST6078	1
ST608	1
ST6082	6
ST6083	2
ST6085	1
ST6088	2
ST609	29
ST6093	1
ST6096	32
ST61	4
ST610	1
ST6102	1
ST6106	1
ST6109	4
ST6113	37
ST6115	1
ST6117	1
ST6118	16
ST6119	1
ST6120	2
ST6122	2
ST6125	1
ST6126	12
ST6127	1
ST6128	3
ST6130	64
ST6134	2
ST614	2
ST6140	2
ST6142	1
ST6143	5
ST6144	1
ST615	3
ST6150	3
ST6151	1
ST6152	1
ST6157	1
ST616	108
ST6160	2
ST6161	1
ST6162	9
ST6165	1
ST6166	1
ST6167	1
ST6168	2
ST6169	2
ST617	444
ST6170	3
ST6171	1
ST6173	1
ST6174	1
ST6175	7
ST6178	6
ST6179	1
ST618	6
ST6180	1
ST6183	1
ST6185	3
ST6186	44
ST6187	4
ST6188	8
ST6189	13
ST6190	3
ST6192	2
ST6193	1
ST6194	2
ST6195	3
ST6196	4
ST6197	2
ST6198	7
ST6199	4
ST62	130
ST620	1
ST6205	1
ST6206	10
ST6207	1
ST6208	2
ST6209	6
ST6210	4
ST6211	3
ST6212	1
ST6213	1
ST6214	5
ST6215	6
ST6216	1
ST6217	3
ST6219	1
ST6220	1
ST6222	1
ST6223	2
ST6224	1
ST6225	1
ST6228	2
ST6229	4
ST623	1
ST6231	1
ST6232	5
ST6233	2
ST6234	9
ST6235	1
ST6236	3
ST6237	2
ST6238	1
ST6239	2
ST624	62
ST6240	1
ST6241	4
ST6242	3
ST6243	1
ST6244	1
ST6245	1
ST6246	2
ST6247	1
ST6248	2
ST6249	1
ST625	30
ST6250	1
ST6253	3
ST6254	2
ST6255	5
ST6256	5
ST6257	2
ST6259	14
ST6260	10
ST6262	2
ST6265	21
ST6266	1
ST6267	1
ST6268	1
ST6269	1
ST6270	1
ST6271	6
ST6272	15
ST6274	54
ST6275	3
ST6276	1
ST6277	1
ST6278	1
ST6279	1
ST6280	2
ST6281	1
ST6282	1
ST6283	1
ST6284	6
ST6285	4
ST6286	4
ST6287	1
ST6288	2
ST6289	2
ST6290	1
ST6291	2
ST6292	4
ST6293	1
ST6294	1
ST6295	1
ST6296	1
ST6297	2
ST6298	1
ST6299	1
ST63	1
ST6300	1
ST6301	1
ST6302	1
ST6303	12
ST6304	1
ST6305	1
ST6306	1
ST6307	1
ST6308	3
ST6309	2
ST6310	1
ST6311	2
ST6312	2
ST6313	1
ST6316	11
ST6317	2
ST6318	5
ST6319	2
ST6320	1
ST6321	7
ST6322	2
ST6323	6
ST6324	1
ST6325	1
ST6326	1
ST6328	1
ST6331	3
ST6332	20
ST6334	1
ST6335	7
ST6336	1
ST6337	1
ST6338	3
ST6341	1
ST6342	1
ST6343	3
ST6344	1
ST6345	6
ST6346	1
ST6347	2
ST635	180
ST6353	8
ST6354	4
ST6355	10
ST6359	21
ST636	124
ST6361	1
ST6363	1
ST6364	1
ST6365	6
ST6366	1
ST6373	2
ST6375	1
ST6383	1
ST6385	1
ST6386	1
ST6387	1
ST6388	14
ST6389	9
ST639	1
ST6390	3
ST6391	1
ST6393	1
ST6395	4
ST6396	5
ST6397	1
ST64	4
ST640	14
ST6401	4
ST6402	1
ST6404	4
ST641	481
ST6411	1
ST6412	2
ST6414	1
ST6415	1
ST6416	6
ST6417	1
ST6418	1
ST6419	1
ST642	117
ST6421	2
ST6422	4
ST6429	1
ST6431	1
ST6438	12
ST6445	5
ST6446	2
ST6447	3
ST6448	12
ST6449	26
ST6453	3
ST6454	1
ST6455	1
ST6456	1
ST6457	1
ST6458	1
ST6459	1
ST646	70
ST6461	1
ST6463	1
ST6464	1
ST6466	2
ST6468	4
ST6469	1
ST647	25
ST6472	1
ST6475	4
ST6476	1
ST6477	1
ST6478	1
ST6479	4
ST648	1031
ST6483	2
ST6484	1
ST6488	11
ST6489	2
ST6490	1
ST6493	2
ST6494	1
ST6496	5
ST6497	3
ST6498	3
ST65	15
ST6501	1
ST6502	2
ST6503	2
ST6504	1
ST6506	14
ST6507	3
ST6508	1
ST6509	2
ST6510	1
ST6511	1
ST6512	1
ST6513	1
ST6514	2
ST6515	1
ST6516	1
ST6517	4
ST6518	1
ST6519	2
ST652	27
ST6520	6
ST6521	2
ST6522	3
ST6524	2
ST6525	1
ST6526	3
ST6527	4
ST6529	4
ST6530	2
ST6531	2
ST6532	1
ST6533	1
ST6534	4
ST6535	1
ST6536	1
ST6537	1
ST6538	4
ST6539	3
ST654	4
ST6541	1
ST6542	2
ST6543	1
ST6544	1
ST6545	1
ST6546	4
ST6547	1
ST6548	2
ST6549	4
ST655	671
ST6550	1
ST6551	1
ST6552	3
ST6553	1
ST6554	1
ST6555	1
ST6556	1
ST6557	1
ST6558	1
ST6559	8
ST656	27
ST6560	1
ST6561	1
ST6562	1
ST6563	2
ST6566	1
ST6567	1
ST6569	1
ST657	145
ST6570	3
ST6571	2
ST6572	2
ST6573	1
ST6574	2
ST6575	1
ST6576	2
ST6577	2
ST6578	1
ST6579	6
ST658	24
ST6580	4
ST6581	1
ST6582	1
ST6583	1
ST6584	6
ST6585	1
ST6586	1
ST6587	1
ST6588	6
ST6589	5
ST659	56
ST6590	1
ST6591	2
ST6592	1
ST6593	3
ST6594	3
ST6595	2
ST6596	1
ST6597	1
ST6598	1
ST6599	3
ST660	18
ST6600	2
ST6601	1
ST6602	4
ST6603	6
ST6604	2
ST6605	5
ST6606	2
ST6607	2
ST6608	1
ST6609	1
ST661	37
ST6610	6
ST6611	1
ST6612	2
ST6613	1
ST6614	1
ST6615	1
ST6616	2
ST6617	11
ST6618	1
ST6619	1
ST662	14
ST6620	1
ST6621	1
ST6622	8
ST6623	1
ST6625	1
ST6627	1
ST6628	1
ST6629	1
ST663	3
ST6630	5
ST6631	2
ST6632	1
ST6633	4
ST6634	2
ST6635	3
ST6636	4
ST6638	7
ST6639	9
ST6640	3
ST6641	2
ST6642	1
ST6643	11
ST6644	1
ST6645	4
ST6646	3
ST6647	2
ST665	57
ST6655	1
ST6656	1
ST6658	4
ST666	10
ST6661	3
ST6664	4
ST6665	1
ST6667	4
ST6668	1
ST6669	4
ST667	1
ST6671	4
ST6672	1
ST6674	2
ST6675	3
ST6678	1
ST6679	1
ST668	1
ST6680	1
ST6682	2
ST6683	5
ST6684	2
ST6685	1
ST6686	1
ST6687	1
ST6688	6
ST669	2
ST6690	3
ST6691	2
ST6692	1
ST6693	1
ST6694	3
ST6697	2
ST6699	2
ST67	11
ST6700	2
ST6701	23
ST6702	2
ST6706	1
ST6707	12
ST6710	2
ST6711	4
ST6712	3
ST672	6
ST6726	9
ST6727	2
ST6730	4
ST6731	1
ST6732	7
ST6733	2
ST6734	2
ST6736	3
ST6740	5
ST6743	1
ST6745	9
ST6746	4
ST6747	2
ST675	274
ST6750	1
ST6751	2
ST6753	3
ST6754	2
ST6756	11
ST676	25
ST6768	1
ST677	119
ST6770	1
ST6775	5
ST6777	3
ST6778	3
ST678	167
ST6780	4
ST6782	2
ST6784	2
ST6786	12
ST679	219
ST6798	1
ST6799	1
ST68	117
ST680	1
ST6802	2
ST6805	2
ST6806	2
ST681	111
ST6815	1
ST6817	1
ST6823	4
ST6826	1
ST683	87
ST6833	5
ST6834	2
ST6836	9
ST6837	4
ST6841	7
ST6843	1
ST6844	2
ST685	35
ST6851	1
ST6852	3
ST6853	2
ST6856	7
ST6858	4
ST686	1
ST6860	1
ST6861	1
ST6870	6
ST6871	1
ST6872	5
ST6873	3
ST6874	1
ST688	1
ST6880	26
ST6881	2
ST6883	1
ST6884	1
ST6885	2
ST6886	2
ST6887	2
ST6888	2
ST6889	3
ST6891	1
ST6892	2
ST6893	1
ST6894	1
ST6895	1
ST6896	1
ST6897	1
ST6898	2
ST6899	3
ST69	2383
ST690	2
ST6900	2
ST6901	3
ST6902	1
ST6904	1
ST6905	1
ST6906	1
ST6907	2
ST6908	2
ST6909	2
ST691	36
ST6910	1
ST6913	3
ST6914	3
ST692	11
ST6920	1
ST6921	1
ST6922	1
ST6923	1
ST6925	1
ST6926	1
ST6927	1
ST6928	1
ST6929	1
ST6930	1
ST6931	1
ST6932	3
ST6933	1
ST6937	1
ST6938	1
ST6939	1
ST694	13
ST6940	2
ST6942	1
ST6943	1
ST6944	1
ST6945	1
ST6946	2
ST6947	1
ST6948	1
ST6949	16
ST695	12
ST6950	1
ST6951	1
ST6952	1
ST6953	1
ST6954	3
ST6955	5
ST6956	6
ST6957	19
ST6958	7
ST6959	1
ST696	1
ST6960	1
ST6961	1
ST6962	1
ST6963	1
ST6964	1
ST6965	1
ST6966	1
ST6968	9
ST6969	2
ST697	2
ST6971	1
ST6972	1
ST6973	2
ST6974	1
ST6975	4
ST6976	2
ST6977	2
ST6978	1
ST6979	1
ST6980	2
ST6981	4
ST6982	2
ST6983	2
ST6984	7
ST6985	3
ST6986	3
ST6987	1
ST6989	2
ST6990	1
ST6991	1
ST6992	20
ST6994	1
ST6995	2
ST6998	12
ST6999	2
ST7	5
ST70	78
ST7000	1
ST7003	1
ST7004	1
ST7005	2
ST7006	18
ST7007	2
ST7008	4
ST7009	1
ST701	3
ST7010	10
ST7011	2
ST7012	1
ST7013	6
ST7015	1
ST7019	40
ST7020	3
ST7022	1
ST7023	1
ST7024	4
ST7025	3
ST7026	2
ST7027	4
ST7028	2
ST703	2
ST7030	1
ST7031	1
ST7032	5
ST7033	1
ST7034	1
ST7035	1
ST7036	4
ST7038	1
ST7040	3
ST7042	1
ST7045	1
ST7047	1
ST7048	3
ST7051	1
ST7054	1
ST7056	5
ST706	46
ST7063	2
ST707	5
ST7073	2
ST7074	1
ST7075	2
ST7076	1
ST7077	15
ST7078	1
ST708	8
ST7080	2
ST7083	7
ST7085	1
ST7086	1
ST709	1
ST7090	1
ST7092	3
ST7093	10
ST7094	2
ST7097	1
ST7098	3
ST710	31
ST7100	5
ST7104	5
ST7106	5
ST7109	1
ST711	37
ST7110	1
ST7116	3
ST7122	12
ST7125	1
ST713	2
ST7130	1
ST7139	2
ST714	30
ST7140	1
ST7146	1
ST7147	1
ST715	1
ST7152	3
ST7153	3
ST7155	1
ST716	21
ST7160	1
ST7163	1
ST7165	1
ST717	3
ST7174	2
ST7176	9
ST7179	1
ST718	272
ST7182	1
ST7184	1
ST7187	4
ST7188	1
ST719	1
ST7193	1
ST72	4
ST720	84
ST7200	1
ST7204	1
ST7205	1
ST7206	1
ST7207	5
ST7208	1
ST7209	1
ST7211	2
ST7212	1
ST7216	1
ST7217	2
ST7219	1
ST722	39
ST7221	1
ST7224	1
ST723	76
ST7233	11
ST7238	1
ST724	7
ST7246	1
ST7249	1
ST725	19
ST7250	4
ST7252	2
ST7253	3
ST7254	1
ST7255	4
ST7257	1
ST7258	1
ST7259	8
ST7260	2
ST7261	4
ST7262	1
ST7263	1
ST7265	1
ST7266	3
ST7268	1
ST7270	1
ST7272	1
ST7273	1
ST7274	2
ST7279	3
ST728	7
ST7280	9
ST7281	1
ST7282	1
ST7283	5
ST7284	9
ST7285	9
ST7286	2
ST7287	1
ST7288	1
ST7289	1
ST7290	6
ST7291	1
ST7293	1
ST7297	1
ST73	2152
ST730	20
ST7303	1
ST7304	2
ST7305	1
ST731	11
ST7312	1
ST7314	1
ST7315	2
ST7316	7
ST7317	2
ST7318	1
ST7319	1
ST7320	2
ST7321	6
ST7322	1
ST7323	2
ST7324	6
ST7325	1
ST7326	13
ST7327	3
ST7328	1
ST7329	4
ST7330	1
ST7331	6
ST7339	1
ST7340	1
ST7341	1
ST7343	1
ST7352	2
ST7358	4
ST7359	1
ST7361	3
ST7366	6
ST7368	4
ST737	30
ST7370	1
ST7377	1
ST738	147
ST7388	2
ST7389	1
ST739	7
ST7390	1
ST7391	1
ST7394	2
ST7395	2
ST74	3
ST7400	2
ST7401	15
ST7413	1
ST7418	1
ST7420	1
ST7421	1
ST7422	1
ST7424	1
ST7425	1
ST7427	1
ST7428	3
ST7434	1
ST7435	3
ST7436	1
ST7437	1
ST7438	1
ST7439	1
ST744	746
ST7440	4
ST7441	1
ST7442	3
ST7443	1
ST7444	4
ST7445	1
ST7446	1
ST745	2
ST7450	4
ST7452	3
ST7454	1
ST7456	3
ST7458	1
ST7459	3
ST746	254
ST7460	1
ST7461	3
ST7463	1
ST7464	1
ST7467	1
ST7468	2
ST7469	5
ST747	55
ST7470	3
ST7473	6
ST7474	7
ST7475	3
ST7477	1
ST7480	1
ST7481	2
ST7482	1
ST7483	5
ST7484	1
ST7485	3
ST7486	1
ST7487	1
ST7488	2
ST7489	2
ST749	2
ST7490	1
ST7491	1
ST75	88
ST750	2
ST7504	16
ST7505	2
ST7506	2
ST7507	2
ST7508	2
ST751	4
ST7514	1
ST7518	1
ST752	267
ST7529	2
ST753	61
ST7534	1
ST7538	6
ST7539	1
ST754	1
ST7543	8
ST755	2
ST7551	1
ST7552	1
ST7556	1
ST7557	1
ST756	2
ST7562	2
ST7566	1
ST7567	1
ST757	12
ST7572	1
ST7573	3
ST7576	4
ST758	1
ST7580	4
ST7581	6
ST7582	1
ST7583	1
ST7584	4
ST7585	1
ST7588	7
ST7591	2
ST7593	4
ST7595	1
ST7596	1
ST7601	4
ST7605	4
ST761	41
ST7611	5
ST7612	1
ST7613	1
ST7614	4
ST7615	2
ST7616	19
ST7618	5
ST7619	1
ST7620	1
ST7623	1
ST7624	7
ST7625	1
ST7626	2
ST7627	8
ST7629	2
ST763	19
ST7631	1
ST7632	2
ST7634	1
ST7635	5
ST764	2
ST7640	1
ST7641	12
ST7644	2
ST7646	2
ST7647	2
ST7648	2
ST765	28
ST7650	2
ST7651	2
ST7652	6
ST7653	5
ST7657	1
ST7659	1
ST767	36
ST7684	3
ST7687	1
ST7696	3
ST7698	1
ST7699	1
ST77	9
ST770	111
ST7702	1
ST7703	1
ST7705	3
ST7706	3
ST7714	8
ST7715	58
ST772	25
ST7724	7
ST7725	1
ST773	41
ST7732	1
ST7734	1
ST776	2
ST778	4
ST7784	5
ST7786	3
ST7787	2
ST7796	3
ST7797	1
ST7798	3
ST7799	6
ST7800	2
ST7801	1
ST7804	26
ST7805	1
ST7808	3
ST7809	4
ST7810	1
ST7811	2
ST7812	3
ST7815	2
ST7816	3
ST7817	1
ST7818	1
ST7819	1
ST782	1
ST7820	1
ST7824	2
ST7825	1
ST7826	1
ST7828	1
ST783	16
ST7836	1
ST784	1
ST7840	1
ST7841	3
ST7842	1
ST7843	1
ST785	1
ST7857	2
ST7859	1
ST7864	1
ST7865	1
ST7866	1
ST7867	2
ST7868	1
ST7869	1
ST787	1
ST7870	6
ST7871	1
ST7873	1
ST7874	1
ST7875	1
ST7876	1
ST7877	1
ST7878	1
ST7879	1
ST788	11
ST7880	1
ST7881	2
ST7882	1
ST7883	1
ST7885	1
ST7886	1
ST7887	4
ST7888	1
ST7889	2
ST7890	1
ST7891	1
ST7892	4
ST7893	5
ST7894	3
ST7895	4
ST7896	1
ST7897	1
ST7898	1
ST7899	1
ST79	7
ST7900	7
ST7901	3
ST7902	2
ST7903	1
ST7904	1
ST7905	1
ST7906	4
ST7907	3
ST7908	2
ST7910	2
ST7912	1
ST7914	1
ST7916	1
ST7926	9
ST793	22
ST7931	8
ST7937	5
ST7939	2
ST794	7
ST7941	3
ST7946	1
ST7949	2
ST795	52
ST7953	1
ST7954	1
ST7957	3
ST796	3
ST7961	2
ST7962	3
ST7963	2
ST7964	1
ST7973	2
ST7978	1
ST7982	2
ST7983	1
ST7984	1
ST7985	1
ST7986	1
ST7987	1
ST7988	1
ST80	193
ST800	8
ST8005	1
ST8006	1
ST8007	1
ST8008	2
ST8009	6
ST801	1
ST8010	1
ST8011	1
ST8012	2
ST802	1
ST8022	1
ST8027	2
ST8028	1
ST803	18
ST8030	2
ST8047	2
ST8052	1
ST8053	1
ST8058	3
ST8059	3
ST806	1
ST8060	2
ST8061	1
ST8065	1
ST8066	1
ST8068	1
ST8070	1
ST8075	2
ST8076	4
ST808	1
ST8089	1
ST8091	2
ST8092	1
ST8097	5
ST8098	5
ST8099	1
ST810	2
ST811	30
ST8118	1
ST8119	1
ST812	7
ST8120	1
ST8121	1
ST8122	1
ST8124	1
ST8125	4
ST8126	1
ST8127	1
ST8128	1
ST8130	1
ST8131	5
ST8134	2
ST8137	2
ST8138	1
ST8140	8
ST8141	1
ST8144	1
ST8146	4
ST8147	2
ST8148	1
ST8149	6
ST8151	1
ST8153	1
ST8154	1
ST8157	3
ST8161	3
ST8164	2
ST8165	5
ST8166	3
ST8167	2
ST8168	3
ST8169	2
ST8170	2
ST8180	1
ST8184	6
ST8186	1
ST8189	4
ST8190	1
ST8194	3
ST8195	1
ST8196	2
ST8197	1
ST82	3
ST8203	1
ST8204	1
ST8205	1
ST8206	2
ST8207	1
ST8208	1
ST8210	5
ST8211	11
ST8216	1
ST8217	12
ST8218	1
ST8219	1
ST8220	6
ST8223	1
ST8227	1
ST8228	1
ST8229	1
ST8230	1
ST8233	10
ST8234	2
ST8236	2
ST8237	3
ST8239	3
ST8240	2
ST8242	1
ST8244	1
ST8246	5
ST8247	1
ST8248	1
ST8249	2
ST8251	1
ST8253	7
ST8255	2
ST8256	1
ST8257	5
ST8259	7
ST826	10
ST8262	11
ST8264	3
ST8265	1
ST8266	1
ST8267	1
ST8269	1
ST827	6
ST8270	4
ST8271	4
ST8273	2
ST8274	8
ST8275	5
ST8277	2
ST8278	1
ST8279	6
ST8280	1
ST8281	2
ST8284	1
ST8286	1
ST8287	1
ST8289	1
ST829	41
ST8290	3
ST8293	2
ST8294	1
ST8295	2
ST8296	15
ST83	81
ST8300	1
ST8301	6
ST8302	3
ST8303	1
ST8304	2
ST8307	1
ST8308	2
ST8310	1
ST8314	3
ST8315	1
ST8317	1
ST8320	2
ST8321	1
ST8323	2
ST8324	4
ST8328	1
ST8335	1
ST8336	1
ST8338	1
ST8341	1
ST8342	1
ST8343	1
ST8344	1
ST8345	5
ST8346	30
ST8347	9
ST8348	3
ST8349	1
ST8350	2
ST8351	7
ST8352	1
ST8354	43
ST8355	24
ST8356	10
ST8357	1
ST8358	1
ST8359	4
ST8369	9
ST8371	9
ST8372	1
ST8374	1
ST8377	1
ST8378	1
ST8381	4
ST8384	2
ST8389	1
ST8390	1
ST8392	4
ST8393	1
ST8394	1
ST8396	1
ST8398	1
ST84	1
ST8402	1
ST8405	27
ST8406	2
ST8408	1
ST8409	1
ST841	24
ST8410	2
ST8412	8
ST8413	3
ST8414	1
ST8416	1
ST8417	1
ST8418	2
ST8419	1
ST8421	8
ST8422	2
ST8423	2
ST8424	1
ST8425	4
ST8426	1
ST8427	104
ST8428	5
ST8429	1
ST8430	1
ST8431	3
ST8432	5
ST8433	3
ST8434	1
ST8435	1
ST8437	1
ST8438	2
ST8439	1
ST844	3
ST8440	1
ST8441	1
ST8442	1
ST8443	2
ST8444	2
ST8445	2
ST8446	2
ST8447	1
ST8448	1
ST8449	4
ST8450	1
ST8451	1
ST8452	1
ST8453	5
ST8454	1
ST8456	1
ST8459	2
ST846	10
ST8462	1
ST8463	1
ST8464	2
ST8465	1
ST8466	6
ST847	127
ST8485	1
ST8487	1
ST8489	3
ST8491	2
ST8492	18
ST8493	1
ST8494	6
ST8495	2
ST8496	5
ST8497	1
ST8498	1
ST8499	1
ST85	11
ST8500	1
ST8501	2
ST8502	1
ST8503	1
ST8504	1
ST8505	1
ST8506	1
ST8508	1
ST8509	1
ST8510	1
ST8511	2
ST8512	1
ST8513	2
ST8514	1
ST8516	1
ST8517	1
ST8518	2
ST8520	1
ST8521	1
ST8522	1
ST8523	3
ST8524	3
ST8526	3
ST8527	4
ST8528	1
ST8529	1
ST853	1
ST8530	1
ST8531	1
ST8532	1
ST8533	10
ST8534	1
ST8535	6
ST8536	1
ST8537	1
ST8538	1
ST8539	5
ST8540	2
ST8541	1
ST8542	1
ST8543	2
ST8544	1
ST8545	1
